Time;" code=""200"" pod_template_hash=""5f59dffc5""";"code=""200"" pod_template_hash=""86d89cc867""";"code=""500"" pod_template_hash=""5f59dffc5""";"code=""500"" pod_template_hash=""86d89cc867""";"code=""502"" pod_template_hash=""5f59dffc5""";"code=""502"" pod_template_hash=""86d89cc867""";"code=""504"" pod_template_hash=""5f59dffc5""";"code=""504"" pod_template_hash=""86d89cc867"""
15/10/2024 15:18;;0.687;;0;;0;;0
15/10/2024 15:18;;0.604;;0;;0;;0
15/10/2024 15:18;;0.621;;0;;0;;0
15/10/2024 15:18;;0.569;;0;;0;;0
15/10/2024 15:19;;0.611;;0;;0;;0
15/10/2024 15:19;;0.605;;0;;0;;0
15/10/2024 15:19;;0.682;;0;;0;;0
15/10/2024 15:19;;0.639;;0;;0;;0
15/10/2024 15:20;;0.937;;0;;0;;0
15/10/2024 15:20;;1.34;;0;;0;;0
15/10/2024 15:20;;1.36;;0;;0;;0
15/10/2024 15:20;;1.21;;0;;0;;0
15/10/2024 15:21;;1.41;;0;;0;;0
15/10/2024 15:21;;1.36;;0;;0;;0
15/10/2024 15:21;;1.35;;0;;0;;0
15/10/2024 15:21;;1.27;;0;;0;;0
15/10/2024 15:22;;1.32;;0;;0;;0
15/10/2024 15:22;;1.43;;0;;0;;0
15/10/2024 15:22;;1.31;;0;;0;;0
15/10/2024 15:22;;1.31;;0;;0;;0
15/10/2024 15:23;;1.28;;0;;0;;0
15/10/2024 15:23;;1.3;;0;;0;;0
15/10/2024 15:23;;1.43;;0;;0;;0
15/10/2024 15:23;;1.15;;0;;0;;0
15/10/2024 15:24;;1.28;;0;;0;;0
15/10/2024 15:24;;1.07;;0;;0;;0
15/10/2024 15:24;;1.23;;0;;0;;0
15/10/2024 15:24;;1.27;;0;;0;;0
15/10/2024 15:25;;1.27;;0;;0;;0
15/10/2024 15:25;;1.23;;0;;0;;0
15/10/2024 15:25;;1.21;;0;;0;;0
15/10/2024 15:25;;1.57;;0;;0;;0
15/10/2024 15:26;;1.07;;0;;0;;0
15/10/2024 15:26;;2.39;;0;;0;;0
15/10/2024 15:26;;1.42;;0;;0;;0
15/10/2024 15:26;;3.87;;0;;0;;0
15/10/2024 15:27;;2.98;;0;;0;;0
15/10/2024 15:27;;2.62;;0;;0;;0
15/10/2024 15:27;;3.21;;0;;0;;0
15/10/2024 15:27;;3.24;;0;;0;;0
15/10/2024 15:28;;2.58;;0;;0;;0
15/10/2024 15:28;;2.42;;0;;0;;0
15/10/2024 15:28;;2.79;;0;;0;;0
15/10/2024 15:28;;3.12;;0;;0;;0
15/10/2024 15:29;;2.58;;0;;0;;0
15/10/2024 15:29;;2.53;;0;;0;;0
15/10/2024 15:29;;2.14;;0;;0;;0
15/10/2024 15:29;;2.34;;0;;0;;0
15/10/2024 15:30;;1.92;;0;;0;;0
15/10/2024 15:30;;2.57;;0;;0;;0
15/10/2024 15:30;;2.19;;0;;0;;0
15/10/2024 15:30;;2.42;;0;;0;;0
15/10/2024 15:31;;1.72;;0;;0;;0
15/10/2024 15:31;;1.82;;0;;0;;0
15/10/2024 15:31;;2.51;;0;;0;;0
15/10/2024 15:31;;2.01;;0;;0;;0
15/10/2024 15:32;;2.37;;0;;0;;0
15/10/2024 15:32;;2.53;;0;;0;;0
15/10/2024 15:32;;5.55;;0;;0;;0
15/10/2024 15:32;;0;;0;;0;;0
15/10/2024 15:33;;0;;0;;0;;0
15/10/2024 15:33;;2.18;;0;;0;;0
15/10/2024 15:33;;1.38;;0;;0;;0
15/10/2024 15:33;;5.08;;4.06;;3.74;;0
15/10/2024 15:34;;0;;0;;0;;0
15/10/2024 15:34;;29.4;;0;;0;;0
15/10/2024 15:34;;3.14;;0;;0;;0
15/10/2024 15:34;;3.8;;0;;0;;0
15/10/2024 15:35;;0;;0;;0;;0
15/10/2024 15:35;;0;;0;;0;;0
15/10/2024 15:35;;0.588;;0;;0;;0
15/10/2024 15:35;;2.01;;0;;0;;0
15/10/2024 15:36;;1.24;;0;;0;;0
15/10/2024 15:36;;1.19;;0;;0;;0
15/10/2024 15:36;;1.1;;0;;0;;0
15/10/2024 15:36;;0.676;;0;;0;;0
15/10/2024 15:37;;0.893;;0;;0;;0
15/10/2024 15:37;;0.694;;0;;0;;0
15/10/2024 15:37;;0.672;;0;;0;;0
15/10/2024 15:37;;0.765;;0;;0;;0
15/10/2024 15:38;;0.675;;0;;0;;0
15/10/2024 15:38;;0.623;;0;;0;;0
15/10/2024 15:38;;0.768;;0;;0;;0
15/10/2024 15:38;;1.4;;0;;305;;0
15/10/2024 15:39;;1.23;;0;;0;;0
15/10/2024 15:39;;1.26;;0;;0;;0
15/10/2024 15:39;;1.34;;0;;0;;0
15/10/2024 15:39;;1.18;;0;;0;;0
15/10/2024 15:40;;1.32;;0;;0;;0
15/10/2024 15:40;;1.31;;0;;0;;0
15/10/2024 15:40;;1.29;;0;;0;;0
15/10/2024 15:40;;1.27;;0;;0;;0
15/10/2024 15:41;;1.32;;0;;0;;0
15/10/2024 15:41;;1.3;;0;;0;;0
15/10/2024 15:41;;1.44;;0;;0;;0
15/10/2024 15:41;;1.18;;0;;0;;0
15/10/2024 15:42;;1.16;;0;;0;;0
15/10/2024 15:42;;1.28;;0;;0;;0
15/10/2024 15:42;;1.27;;0;;0;;0
15/10/2024 15:42;;1.53;;0;;0;;0
15/10/2024 15:43;;1.25;;0;;0;;0
15/10/2024 15:43;;1.21;;0;;0;;0
15/10/2024 15:43;;1.53;;0;;0;;0
15/10/2024 15:43;;1.6;;0;;0;;0
15/10/2024 15:44;;1.32;;0;;0;;0
15/10/2024 15:44;;1.26;;0;;0;;0
15/10/2024 15:44;;1.18;;0;;0;;0
15/10/2024 15:44;;2.7;;0;;0;;0
15/10/2024 15:45;;0;;0;;0;;0
15/10/2024 15:45;;0;;0;;0;;0
15/10/2024 15:45;;1.69;;0;;0;;0
15/10/2024 15:45;;0.812;;0;;0;;0
15/10/2024 15:46;;2.34;;0;;0;;0
15/10/2024 15:46;;3.02;;0;;0;;0
15/10/2024 15:46;;3.4;;0;;0;;0
15/10/2024 15:46;;2.72;;0;;0;;0
15/10/2024 15:47;;2.56;;0;;0;;0
15/10/2024 15:47;;2.89;;0;;0;;0
15/10/2024 15:47;;3.34;;0;;0;;0
15/10/2024 15:47;;1.75;;0;;0;;0
15/10/2024 15:48;;2.41;;0;;0;;0
15/10/2024 15:48;;2.13;;0;;0;;0
15/10/2024 15:48;;2.52;;0;;0;;0
15/10/2024 15:48;;1.94;;0;;0;;0
15/10/2024 15:49;;2.14;;0;;0;;0
15/10/2024 15:49;;1.83;;0;;0;;0
15/10/2024 15:49;;1.83;;0;;0;;0
15/10/2024 15:49;;2.14;;0;;0;;0
15/10/2024 15:50;;2.19;;0;;0;;0
15/10/2024 15:50;;1.92;;0;;0;;0
15/10/2024 15:50;;1.76;;0;;0;;0
15/10/2024 15:50;;2.74;;0;;0;;0
15/10/2024 15:51;;0;;3.89;;2.19;;0
15/10/2024 15:51;;0;;0;;0;;0
15/10/2024 15:51;;0;;0;;0;;0
15/10/2024 15:51;;0;;0;;0;;0
15/10/2024 15:52;;0;;0;;0;;0
15/10/2024 15:52;;0;;0;;0;;0
15/10/2024 15:52;;0;;0;;0;;0
15/10/2024 15:52;;0;;0;;0;;0
15/10/2024 15:53;;0;;0;;0;;0
15/10/2024 15:53;;0;;0;;0;;0
15/10/2024 15:53;;0;;0;;0;;0
15/10/2024 15:53;;0;;0;;0;;0
15/10/2024 15:54;;0;;0;;0;;0
15/10/2024 15:54;;0;;0;;0;;0
15/10/2024 15:54;;0;;0;;0;;0
15/10/2024 15:54;;0;;0;;0;;0
15/10/2024 15:55;;0;;0;;0;;0
15/10/2024 15:55;;0;;0;;0;;0
15/10/2024 15:55;;0;;0;;0;;0
15/10/2024 15:55;;0;;0;;0;;0
15/10/2024 15:56;;0;;0;;0;;0
15/10/2024 15:56;;0;;0;;0;;0
15/10/2024 15:56;;0;;0;;0;;0
15/10/2024 15:56;;0;;0;;0;;0
15/10/2024 15:57;;0;;0;;0;;0
15/10/2024 15:57;;0;;0;;0;;0
15/10/2024 15:57;;0;;0;;0;;0
15/10/2024 15:57;;0;;0;;0;;0
15/10/2024 15:58;;0;;0;;0;;0
15/10/2024 15:58;;0;;0;;0;;0
15/10/2024 15:58;;0;;0;;0;;0
15/10/2024 15:58;;0;;0;;0;;0
15/10/2024 15:59;;0;;0;;0;;0
15/10/2024 15:59;;0;;0;;0;;0
15/10/2024 15:59;;0;;0;;0;;0
15/10/2024 15:59;;0;;0;;0;;0
15/10/2024 16:00;;0;;0;;0;;0
15/10/2024 16:00;;0;;0;;0;;0
15/10/2024 16:00;;0;;0;;0;;0
15/10/2024 16:00;;0;;0;;0;;0
15/10/2024 16:01;;0;;0;;0;;0
15/10/2024 16:01;;0;;0;;0;;0
15/10/2024 16:01;;0;;0;;0;;0
15/10/2024 16:01;;0;;0;;0;;0
15/10/2024 16:02;;0;;0;;0;;0
15/10/2024 16:02;;0;;0;;0;;0
15/10/2024 16:02;;0;;0;;0;;0
15/10/2024 16:02;;0;;0;;0;;0
15/10/2024 16:03;;0;;0;;0;;0
15/10/2024 16:03;;0;;0;;0;;0
15/10/2024 16:03;;0;;0;;0;;0
15/10/2024 16:03;;0;;0;;0;;0
15/10/2024 16:04;;0;;0;;0;;0
15/10/2024 16:04;;0;;0;;0;;0
15/10/2024 16:04;;0;;0;;0;;0
15/10/2024 16:04;;0;;0;;0;;0
15/10/2024 16:05;;0;;0;;0;;0
15/10/2024 16:05;;0;;0;;0;;0
15/10/2024 16:05;;0;;0;;0;;0
15/10/2024 16:05;;0;;0;;0;;0
15/10/2024 16:06;;0;;0;;0;;0
15/10/2024 16:06;;0;;0;;0;;0
15/10/2024 16:06;;0;;0;;0;;0
15/10/2024 16:06;;0;;0;;0;;0
15/10/2024 16:07;;0;;0;;0;;0
15/10/2024 16:07;;0;;0;;0;;0
15/10/2024 16:07;;0;;0;;0;;0
15/10/2024 16:07;;0;;0;;0;;0
15/10/2024 16:08;;0;;0;;0;;0
15/10/2024 16:08;;0;;0;;0;;0
15/10/2024 16:08;;0;;0;;0;;0
15/10/2024 16:08;;0;;0;;0;;0
15/10/2024 16:09;;0;;0;;0;;0
15/10/2024 16:09;;0;;0;;0;;0
15/10/2024 16:09;;0;;0;;0;;0
15/10/2024 16:09;;0;;0;;0;;0
15/10/2024 16:10;;0;;0;;0;;0
15/10/2024 16:10;;0;;0;;0;;0
15/10/2024 16:10;;0;;0;;0;;0
15/10/2024 16:10;;0;;0;;0;;0
15/10/2024 16:11;;0;;0;;0;;0
15/10/2024 16:11;;0;;0;;0;;0
15/10/2024 16:11;;0;;0;;0;;0
15/10/2024 16:11;;0;;0;;0;;0
15/10/2024 16:12;;0;;0;;0;;0
15/10/2024 16:12;;0;;0;;0;;0
15/10/2024 16:12;;0;;0;;0;;0
15/10/2024 16:12;;0;;0;;0;;0
